id,team,IPouts,H,BB,R,ER,PC,K,HR,1B,2B,3B,WP,HBP,PA,AB,BK,SH,SF,IBB
downa101,0,5,6,3,4,4,0,1,0,6,0,0,0,0,14,10,0,0,1,0
shang101,0,7,4,2,2,2,0,0,0,3,1,0,0,0,13,11,0,0,0,0
soloe101,0,8,3,3,2,2,0,2,2,1,0,0,0,0,13,10,0,0,0,0
hougc001,0,4,1,1,0,0,0,0,0,1,0,0,0,0,6,5,0,0,0,0
rau-d101,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
schur101,1,21,10,2,6,6,0,5,1,6,3,0,0,0,33,31,1,0,0,0
harrr102,1,4,3,1,3,3,0,1,0,3,0,0,0,0,8,7,0,0,0,0
niekj001,1,2,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0
